0.19807296376486666,0.7315289865838974,0.01886409355852276,0.20934324963667023,0.19867663393412358,0.28321428571428575,0.8321428571428572,0.07142857142857142,0.3059322033898305,0.2756578947368421
0.514142588442704,0.9006689543582599,0.5362344389569232,0.14158415841584157,0.5429527748118761,0.5267281398884035,0.42642857142857143,0.6128571428571428,0.6171428571428571,0.14,0.6161016949152542,0.6493421052631579
