0.44759257018578397,0.7138138637346715,0.4914775638032789,0.3144832952608447,0.5733162549081956,0.5485714285714286,0.8214285714285714,0.5964285714285714,0.4627118644067797,0.6467105263157895
0.6331518349547235,0.8209284903287107,0.7139874887227878,0.234655901023507,0.6829752145281208,0.641317541145365,0.49714285714285716,0.7564285714285715,0.7614285714285715,0.45,0.7635593220338983,0.7802631578947368
