0.5527660529876929,0.8475061617499807,0.6425451398543088,0.4792430837708394,0.649276351526245,0.6592857142857143,0.9214285714285714,0.7428571428571429,0.6110169491525423,0.7171052631578949
0.7307058557716055,0.9246586267355734,0.8382684985033267,0.595984598459846,0.7442693992651935,0.7389533948611937,0.5671428571428572,0.8089285714285716,0.8099999999999999,0.6300000000000001,0.7940677966101695,0.8342105263157895
