0.6627402354050097,0.9163355209835359,0.7870093934626983,0.6152903609121855,0.7635200937658467,0.7735714285714286,0.9785714285714285,0.8714285714285714,0.7322033898305085,0.8269736842105262
0.7796395104884511,0.9465110340579292,0.9152728520753081,0.7646864686468646,0.7958624028895823,0.7820774894204832,0.5974999999999999,0.847857142857143,0.847857142857143,0.77,0.8491525423728815,0.8519736842105262
