0.5699976902270582,0.8689358794268719,0.6539948714743482,0.4891782192822559,0.7028470968155741,0.6975,0.9464285714285714,0.7964285714285714,0.6203389830508474,0.7776315789473685
0.7428393900303082,0.9457531515412929,0.8937862755395416,0.692079207920792,0.7559002923866655,0.7509950938562466,0.5753571428571428,0.8200000000000001,0.8207142857142857,0.7000000000000001,0.8084745762711865,0.8381578947368421
