7.124616586200968e-05,0.0005475132191930063,0.0,1.498110341713333e-05,0.00030710701616535035,0.01,0.05714285714285714,0.0,0.005932203389830508,0.013815789473684208
0.0034337414573071415,0.013586539662774443,0.0009434333654232982,0.0,0.0014604348312400206,0.012001532389433517,0.013214285714285715,0.0717857142857143,0.15964285714285714,0.0,0.14661016949152544,0.18026315789473685
