0.6826199121913862,0.9137185083630106,0.8167763430609312,0.6232024602454284,0.7855381535458855,0.7810714285714285,0.9714285714285714,0.8857142857142857,0.7305084745762712,0.843421052631579
0.7833555210709271,0.9364938080352477,0.9026590376553126,0.6871998964602343,0.7857401985514607,0.7996855637982109,0.6003571428571427,0.8525,0.8542857142857143,0.76,0.8389830508474576,0.8723684210526317
