0.6875947458551931,0.9410064813378001,0.7821510088554747,0.6150464647801037,0.7649405969705902,0.7653571428571428,0.9714285714285714,0.8428571428571429,0.7093220338983052,0.8282894736842106
0.7847576598080919,0.9422961819312514,0.9107154140336235,0.7072497249724973,0.7843455061439335,0.7962712907888964,0.604642857142857,0.8474999999999999,0.8474999999999999,0.75,0.8364406779661018,0.8625
