0.4426436898208647,0.7836911145013591,0.45091967312681586,0.40938634166964977,0.5172008965541174,0.5621428571428573,0.8928571428571429,0.6,0.5203389830508474,0.6138157894736842
0.6323925180416216,0.9089876497703092,0.7618152057713761,0.5267796697252143,0.651838383019256,0.63178582616634,0.5007142857142857,0.7239285714285715,0.73,0.55,0.7186440677966102,0.7506578947368421
