0.6110116649250474,0.8726749503837502,0.74442628774407,0.6062181257312165,0.6583361822293583,0.7375,0.9607142857142857,0.8571428571428571,0.7042372881355932,0.7894736842105263
0.6793240454809714,0.8854712001467664,0.7983420455168296,0.581536903690369,0.732145643900931,0.6618983378476012,0.5585714285714285,0.7942857142857144,0.7971428571428573,0.5999999999999999,0.7889830508474577,0.8164473684210526
