,best_AR_epoch,AP,AP0.5,AP0.95,APM,APL,AR,AR0.5,AR0.95,ARM,ARL,arch,regime,domain
hg_3x_gray_backbonefrz_mb4_bs24_lr2.5e-3,4.0,0.48814535983421903,0.7347367160238735,0.5674937818862852,0.443752060302227,0.5785014248646774,0.5842857142857143,0.8214285714285714,0.6571428571428571,0.5525423728813559,0.6335526315789474,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs24_lr2.5e-4,5.0,0.4861109262500225,0.7053283674924363,0.5679761371761957,0.4217832088756482,0.5839493097996462,0.5771428571428572,0.7964285714285714,0.65,0.5364406779661017,0.6309210526315789,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs24_lr2.5e-5,5.0,0.5087571676710211,0.7040882173778436,0.5954927477229324,0.4423601881945117,0.5877306311580451,0.5928571428571427,0.7964285714285714,0.6714285714285714,0.5516949152542373,0.6493421052631579,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs4_lr2.5e-3,2.0,0.4606280151168765,0.7045246253640588,0.5255199145401976,0.4133237056143179,0.5577660427539185,0.562142857142857,0.8,0.625,0.5322033898305085,0.6072368421052632,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs4_lr2.5e-4,5.0,0.48094070108295556,0.6977761084413683,0.5540105754891212,0.4184357689233431,0.5827944750416778,0.5792857142857143,0.7892857142857143,0.65,0.5313559322033898,0.6375000000000001,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs4_lr2.5e-5,2.0,0.5011726882583952,0.6880040609074562,0.5798940897633293,0.43407398978062117,0.5739524799905894,0.5875,0.7892857142857143,0.6678571428571428,0.5567796610169492,0.6342105263157894,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs8_lr2.5e-3,4.0,0.4791216389064955,0.7253003882011032,0.5538234738730351,0.426322744458809,0.5662747448570995,0.5760714285714286,0.825,0.6321428571428571,0.5466101694915254,0.6210526315789474,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs8_lr2.5e-4,2.0,0.5026767499025282,0.7068070091912895,0.5744706846792275,0.438292846118134,0.5853664380785849,0.5907142857142857,0.8071428571428572,0.6535714285714286,0.552542372881356,0.6427631578947368,hg,3x,gray
hg_3x_gray_backbonefrz_mb4_bs8_lr2.5e-5,2.0,0.5103046829723605,0.6980702751546356,0.6003181344226431,0.4441245341990351,0.5832500817412347,0.5960714285714286,0.7892857142857143,0.675,0.5584745762711865,0.6493421052631578,hg,3x,gray
hg_3x_gray_finetune,12.0,0.6961100786284052,0.9317373019112025,0.8158619298282626,0.6169272782522215,0.785798292812734,0.7882142857142856,0.975,0.8821428571428571,0.7432203389830508,0.8480263157894739,hg,3x,gray
hg_3x_gray_finetune_mb4_bs8_lr1.5e-4,10.0,0.6996059005722544,0.9218486185888014,0.8302656805975436,0.6545041750928947,0.7801088521079419,0.7921428571428571,0.9714285714285714,0.8964285714285715,0.7542372881355933,0.8453947368421053,hg,3x,gray
hg_3x_gray_finetune_mb4_bs8_lr3.5e-4,20.0,0.715721086947083,0.9436305337599269,0.8327776111298962,0.6648300370770988,0.7859088041890284,0.7967857142857142,0.9821428571428571,0.8928571428571429,0.7610169491525424,0.8500000000000002,hg,3x,gray
hg_3x_gray_finetune_mb4_bs8_lr4.5e-4,20.0,0.707158351849498,0.9303730371076222,0.8395982647882342,0.6486467394171364,0.7829774149024533,0.7892857142857143,0.9714285714285714,0.8892857142857142,0.7432203389830508,0.8453947368421053,hg,3x,gray
hg_3x_gray_finetune_mb4_bs8_lr5e-5,20.0,0.6846300638361945,0.9234292601052125,0.8186493286612577,0.6413114240873162,0.7736208659396856,0.7785714285714286,0.9678571428571429,0.8892857142857142,0.7372881355932204,0.8342105263157895,hg,3x,gray
hrnet_1x_color,95.0,0.4022865433074891,0.6144576724725258,0.43902763776514875,0.41731291006605253,0.436645495624496,0.6082142857142857,0.8464285714285714,0.6892857142857143,0.5466101694915254,0.6789473684210526,hrnet,1x,color
hrnet_1x_thermal,95.0,0.36042358679749753,0.5885644410595529,0.396902657314426,0.393844220181473,0.3872837022991846,0.5942857142857143,0.8642857142857143,0.6607142857142857,0.5296610169491526,0.6703947368421053,hrnet,1x,thermal
hrnet_32_color_lr1e-2_bs12,10.0,0.2101421547628495,0.7403205878351664,0.020932975094995587,0.2176494447345574,0.22605362633164472,0.3178571428571429,0.85,0.1357142857142857,0.3338983050847458,0.318421052631579,hrnet,32,color
hrnet_32_color_lr1e-2_bs16,10.0,0.41671495584717844,0.8154138722224077,0.3940496310469276,0.42722371550707405,0.4388421483874482,0.5003571428571428,0.8821428571428571,0.525,0.5059322033898306,0.5151315789473685,hrnet,32,color
hrnet_32_color_lr1e-2_bs4,9.0,0.11920569244862254,0.6055508456706616,0.0003173775124223491,0.1524947357643237,0.10166761947163698,0.19785714285714287,0.7571428571428571,0.010714285714285714,0.2406779661016949,0.1756578947368421,hrnet,32,color
hrnet_32_color_lr1e-2_bs8,10.0,0.19211312419890503,0.5778535985064075,0.08549367635666004,0.20547815254028653,0.19474265990603182,0.3464285714285714,0.8178571428571428,0.225,0.36016949152542377,0.34407894736842104,hrnet,32,color
hrnet_32_color_lr1e-3_bs12,9.0,0.5861017480335364,0.8382463684264664,0.690189488837695,0.5733671849597451,0.6443529433348174,0.7339285714285714,0.9642857142857143,0.8321428571428572,0.6847457627118644,0.8013157894736842,hrnet,32,color
hrnet_32_color_lr1e-3_bs16,9.0,0.6212310543447284,0.8884834306184289,0.7281891858253459,0.5892556126337957,0.6960068527281095,0.7339285714285715,0.9607142857142857,0.8321428571428572,0.6898305084745763,0.7967105263157894,hrnet,32,color
hrnet_32_color_lr1e-3_bs4,9.0,0.6019885692347428,0.8947174851334687,0.7233049044639869,0.5888471747494415,0.6422334890285634,0.725,0.9642857142857143,0.8535714285714285,0.6915254237288135,0.7750000000000001,hrnet,32,color
hrnet_32_color_lr1e-3_bs8,7.0,0.6277305305055707,0.8979337522964433,0.7383341960826618,0.6011941947857007,0.6890593814663087,0.7367857142857144,0.9607142857142857,0.8392857142857143,0.7076271186440678,0.7848684210526315,hrnet,32,color
hrnet_32_color_lr1e-4_bs12,10.0,0.5938167483387419,0.863593931833563,0.7203651885906376,0.5412850880141956,0.6870582512300252,0.6982142857142857,0.9428571428571428,0.8071428571428572,0.6516949152542374,0.7638157894736841,hrnet,32,color
hrnet_32_color_lr1e-4_bs16,10.0,0.6102586218339052,0.8862918117822047,0.7199427914538465,0.5455778733839579,0.7149095453590751,0.6939285714285715,0.9392857142857143,0.7964285714285714,0.6305084745762712,0.7710526315789473,hrnet,32,color
hrnet_32_color_lr1e-4_bs4,10.0,0.6090095175230197,0.8952172380295981,0.7445697333870964,0.5519741159749915,0.7186243591787506,0.7160714285714286,0.95,0.8428571428571429,0.6652542372881356,0.7848684210526317,hrnet,32,color
hrnet_32_color_lr1e-4_bs8,10.0,0.5898006277737553,0.8575087152555484,0.7293798875245768,0.5141744710944407,0.706477350754242,0.6964285714285714,0.9357142857142857,0.8142857142857143,0.6364406779661017,0.7710526315789473,hrnet,32,color
hrnet_32_gray,210.0,0.36550641025778774,0.5619598737344822,0.4213462671198168,0.41694973704565047,0.37899797113525907,0.62,0.8571428571428571,0.7035714285714286,0.5533898305084747,0.6960526315789474,hrnet,32,gray
hrnet_32_gray_lr1e-2_bs12,10.0,0.1755285793527129,0.7543957468677929,0.00295974873949394,0.18452561763646802,0.18188729674307713,0.27535714285714286,0.8535714285714285,0.05357142857142857,0.2889830508474576,0.27894736842105256,hrnet,32,gray
hrnet_32_gray_lr1e-2_bs16,10.0,0.18992768629854775,0.6202622602930044,0.05651245576113353,0.19733068248528837,0.19441035726395026,0.3114285714285714,0.8107142857142857,0.17857142857142858,0.31949152542372883,0.31447368421052635,hrnet,32,gray
hrnet_32_gray_lr1e-2_bs4,5.0,0.13812859326516402,0.5725253329767868,0.015026006529309669,0.17616706822922068,0.1261650168570452,0.2432142857142857,0.7678571428571429,0.06428571428571428,0.2669491525423729,0.23486842105263156,hrnet,32,gray
hrnet_32_gray_lr1e-2_bs8,6.0,0.2760322969463103,0.7044313003697049,0.15842900675001703,0.2705589641761372,0.3197292182888155,0.375,0.8214285714285714,0.29285714285714287,0.38728813559322034,0.3828947368421053,hrnet,32,gray
hrnet_32_gray_lr1e-3_bs12,7.0,0.47738010569466927,0.6957851473014917,0.5796354553931597,0.6014051320726438,0.45101531677264256,0.7414285714285714,0.9714285714285714,0.8607142857142858,0.6991525423728813,0.7993421052631579,hrnet,32,gray
hrnet_32_gray_lr1e-3_bs16,7.0,0.5736942112500373,0.820770895505407,0.6888596630859459,0.5640358074161472,0.6238609268621927,0.7378571428571429,0.9535714285714286,0.85,0.6847457627118644,0.8059210526315791,hrnet,32,gray
hrnet_32_gray_lr1e-3_bs4,7.0,0.45355365315513113,0.7099796596757172,0.5104733059401877,0.5302280745206847,0.43248015408932333,0.7135714285714285,0.9785714285714285,0.7964285714285714,0.6788135593220339,0.7638157894736841,hrnet,32,gray
hrnet_32_gray_lr1e-3_bs8,7.0,0.5068722603317077,0.7447065059775619,0.577512749248256,0.5325923702083238,0.524427079791876,0.7378571428571428,0.9714285714285714,0.8285714285714286,0.6949152542372882,0.7934210526315789,hrnet,32,gray
hrnet_32_gray_lr1e-3_mb12_bs8,6.0,0.6110116649250474,0.8726749503837502,0.74442628774407,0.6062181257312165,0.6583361822293583,0.7375,0.9607142857142857,0.8571428571428571,0.7042372881355932,0.7894736842105263,hrnet,32,gray
hrnet_32_gray_lr1e-4_bs12,10.0,0.5448852230281748,0.8339357193625765,0.6180519586009366,0.4948452458458906,0.6337398712057176,0.6799999999999999,0.9214285714285714,0.7607142857142857,0.6288135593220339,0.7467105263157895,hrnet,32,gray
hrnet_32_gray_lr1e-4_bs16,8.0,0.5829960012399165,0.8609216018676886,0.6653092093004735,0.5290449976900845,0.674743531327256,0.6824999999999999,0.9214285714285714,0.7607142857142857,0.6322033898305085,0.7500000000000001,hrnet,32,gray
hrnet_32_gray_lr1e-4_bs4,10.0,0.605284913441725,0.882548623948336,0.7325537703554075,0.5340740158502592,0.7091141193997277,0.7132142857142857,0.95,0.8214285714285714,0.6627118644067796,0.7802631578947369,hrnet,32,gray
hrnet_32_gray_lr1e-4_bs8,10.0,0.580216089246233,0.8718656389289269,0.6995830401439972,0.5369067839121859,0.666694927995494,0.6978571428571427,0.9357142857142857,0.8071428571428572,0.6516949152542374,0.7611842105263158,hrnet,32,gray
hrnet_32_gray_step35-45,50.0,0.3182370190762741,0.46369626101145334,0.3643816071857341,0.5072280254661177,0.2710887411683411,0.7535714285714287,0.9714285714285714,0.8428571428571429,0.7135593220338984,0.8105263157894737,hrnet,32,gray
hrnet_32_gray_step40-48,45.0,0.34359472480420855,0.48675474086335774,0.4053163805939727,0.5689503197854056,0.28667696099079176,0.7689285714285715,0.975,0.8642857142857143,0.7279661016949153,0.8230263157894738,hrnet,32,gray
hrnet_3x_gray_finetune,35.0,0.39128860465406196,0.5402542608020909,0.46405937407100095,0.6021420393189757,0.3401808218356062,0.7789285714285714,0.9714285714285714,0.8821428571428571,0.7364406779661017,0.8375,hrnet,3x,gray
