0.6915995975688111,0.934977295791108,0.8039721180787307,0.6219561655952409,0.7690952145083686,0.7717857142857143,0.9714285714285714,0.8678571428571429,0.7169491525423728,0.8368421052631577
0.7937450859390864,0.9489771467461215,0.92097029389297,0.730975954738331,0.7801706796479795,0.8133117321747769,0.6078571428571429,0.8489285714285714,0.8489285714285714,0.75,0.8338983050847457,0.8671052631578947
