0.43879386377204177,0.6830210780862248,0.505012133652255,0.3465463565060376,0.5400793734444825,0.5432142857142856,0.8,0.6142857142857143,0.48644067796610174,0.6072368421052632
0.5954277743893801,0.7526776795061173,0.6740050487685583,0.3467473715463131,0.6482141782021584,0.60927738906201,0.45285714285714285,0.7392857142857142,0.7607142857142857,0.5899999999999999,0.7508474576271187,0.7796052631578947
