0.5740710227016281,0.8763317663064818,0.6494196582080319,0.5512661064931731,0.6477690489808877,0.6860714285714286,0.9285714285714286,0.775,0.6559322033898305,0.7401315789473684
0.7407861124795097,0.9224092323849674,0.860414290380379,0.43371954913515887,0.7715961966709943,0.7416033095732069,0.5664285714285715,0.8082142857142858,0.8142857142857143,0.6699999999999999,0.8203389830508474,0.819078947368421
