0.5345713942299328,0.783886560205748,0.6062443623809972,0.44125375927069543,0.6374314632323905,0.6371428571428572,0.8821428571428571,0.7035714285714286,0.5686440677966103,0.7184210526315788
0.677477076161787,0.8763806354295123,0.7958458308547359,0.49925902904191766,0.7214552587553273,0.6742354530009668,0.5303571428571427,0.7778571428571428,0.7842857142857141,0.55,0.7813559322033898,0.8019736842105262
